manner_of_death,armed,age,gender,race,city,state,flee,body_camera,arms_category,year
shot,unarmed,38,M,Black,El Cajon,CA,Not fleeing,TRUE,Unarmed,2016
shot,unknown,26,M,White,Phoenix,AZ,Car,FALSE,Unknown,2016
shot,unarmed,32,M,Black,Philadelphia,PA,Not fleeing,FALSE,Unarmed,2016
shot,knife,28,M,Hispanic,Valdosta,GA,Not fleeing,TRUE,Sharp objects,2016
shot,gun,53,M,White,Kingman,AZ,Not fleeing,TRUE,Guns,2016
shot,unknown,38,M,White,Groveton,TX,Not fleeing,FALSE,Unknown,2016
shot,unknown,18,M,Black,Newark,NJ,Not fleeing,FALSE,Unknown,2016
shot,gun,32,M,Black,Campobello,SC,Foot,FALSE,Guns,2016
shot,gun,37,M,White,Belleville,MI,Other,FALSE,Guns,2016
shot,unknown,18,M,Black,Newark,NJ,Not fleeing,FALSE,Unknown,2016
shot,gun,20,M,Black,Columbus,OH,Foot,FALSE,Guns,2016
shot,gun,28,M,White,Hometown,WV,Foot,FALSE,Guns,2016
shot,gun,18,M,Black,Los Angeles,CA,Foot,TRUE,Guns,2016
shot,toy weapon,16,M,Hispanic,Los Angeles,CA,Not fleeing,TRUE,Other unusual objects,2016
shot,unknown,36,M,Black,Markham,IL,Not fleeing,FALSE,Unknown,2016
shot,gun,57,M,White,Lynn,MA,Not fleeing,FALSE,Guns,2016
shot,gun,49,M,White,Ventnor,NJ,Not fleeing,FALSE,Guns,2016
shot,brick,31,M,Hispanic,Riverview,FL,Foot,FALSE,Blunt instruments,2016
shot,gun,26,M,White,Springdale,AR,Not fleeing,FALSE,Guns,2016
shot,gun,51,M,White,Hessel,MI,Not fleeing,FALSE,Guns,2016
shot,machete,28,M,White,Boulder,CO,Not fleeing,FALSE,Sharp objects,2016
shot,gun,35,M,White,Moncks Corner,SC,Car,FALSE,Guns,2016
shot,pepper spray,57,M,Black,Macon,GA,Not fleeing,FALSE,Other unusual objects,2016
shot,knife,36,M,White,Fort Wayne,IN,Not fleeing,FALSE,Sharp objects,2016
shot,gun,42,M,White,Killeen,AL,Not fleeing,FALSE,Guns,2016
shot,gun,37.1179309,M,Black,Alexandria,LA,Not fleeing,FALSE,Guns,2016
shot,toy weapon,49,M,White,Benton,AR,Not fleeing,FALSE,Other unusual objects,2016
shot,knife,21,M,Hispanic,Federal Way,WA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,53,F,White,Modesto,CA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,62,M,White,Fort Wayne,IN,Not fleeing,FALSE,Sharp objects,2016
shot,gun,41,M,Black,Syracuse,NY,Not fleeing,FALSE,Guns,2016
shot,gun,40,M,White,Scottsdale,AZ,Car,FALSE,Guns,2016
shot,unknown,27,M,Hispanic,Irvine,CA,Not fleeing,FALSE,Unknown,2016
shot,gun,19,M,Native,Midland,TX,Other,FALSE,Guns,2016
shot,unknown,26,M,White,Westlake,OH,Car,FALSE,Unknown,2016
shot,knife,44,M,Asian,Seattle,WA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,30,M,White,Concord,CA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,31,M,White,Livingston Parish,LA,Not fleeing,FALSE,Guns,2016
shot,gun,33,M,Black,Boston,MA,Not fleeing,FALSE,Guns,2016
shot,gun,22,M,White,Morehead,KY,Not fleeing,FALSE,Guns,2016
shot,gun,38,M,White,Kent,WA,Not fleeing,FALSE,Guns,2016
shot and Tasered,knife,46,M,White,Grants Pass,OR,Other,FALSE,Sharp objects,2016
shot,baseball bat,23,M,White,Beaumont,TX,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,24,M,Hispanic,Oak Cliff,TX,Not fleeing,FALSE,Guns,2016
shot,gun,26,M,White,San Francisco,CA,Not fleeing,FALSE,Guns,2016
shot,toy weapon,26,F,White,Austin,TX,Not fleeing,FALSE,Other unusual objects,2016
shot and Tasered,metal rake,32,M,White,Santa Cruz,CA,Not fleeing,FALSE,Blunt instruments,2016
shot,sword,50,M,Hispanic,Miami,FL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,17,M,White,Benton,AR,Foot,FALSE,Guns,2016
shot and Tasered,knife,39,M,White,Holiday,FL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,28,M,Black,Benton Harbor,MI,Not fleeing,TRUE,Guns,2016
shot,baseball bat,66,F,Black,Bronx,NY,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,42,M,Hispanic,Tulsa,OK,Not fleeing,FALSE,Guns,2016
shot,gun,34,M,White,Paris,KY,Not fleeing,FALSE,Guns,2016
shot,unknown,38,M,White,Willoughby,OH,Car,FALSE,Unknown,2016
shot,unknown,28,M,Hispanic,Henderson,NV,Car,FALSE,Unknown,2016
shot,gun,29,M,White,Jacksonville,FL,Not fleeing,FALSE,Guns,2016
shot,gun,23,F,Native,Muckleshoot Indian Reservation,WA,Not fleeing,FALSE,Guns,2016
shot and Tasered,knife,58,M,White,Tulsa,OK,Other,FALSE,Sharp objects,2016
shot,unknown,21,M,White,Westover,AL,Not fleeing,FALSE,Unknown,2016
shot,toy weapon,45,M,White,Peterson,MN,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,38,M,White,Edmonton,KY,Not fleeing,FALSE,Guns,2016
shot,gun,40,M,Black,Colorado Springs,CO,Not fleeing,FALSE,Guns,2016
shot,gun,19,M,Black,North St. Louis,MO,Car,FALSE,Guns,2016
shot,toy weapon,46,M,Black,Little Rock,AR,Not fleeing,FALSE,Other unusual objects,2016
shot,toy weapon,25,M,White,Elkton,MD,Not fleeing,FALSE,Other unusual objects,2016
shot,toy weapon,25,F,White,Elkton,MD,Not fleeing,FALSE,Other unusual objects,2016
shot,knife,37,M,White,Lincoln,CA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,25,M,Black,Carrollton,TX,Not fleeing,FALSE,Guns,2016
shot and Tasered,unarmed,36,M,White,Bartlesville,OK,Not fleeing,FALSE,Unarmed,2016
shot,gun,32,M,White,Billings,MT,Not fleeing,FALSE,Guns,2016
shot,gun and knife,33,M,Black,San Antonio,TX,Not fleeing,FALSE,Multiple,2016
shot,unknown,24,M,Hispanic,Elberton,GA,Foot,FALSE,Unknown,2016
shot,gun,37,M,White,Morris,MN,Other,FALSE,Guns,2016
shot,gun,38,M,Black,Sacramento,CA,Not fleeing,FALSE,Guns,2016
shot,knife,45,M,Asian,North Royalton,OH,Not fleeing,FALSE,Sharp objects,2016
shot,knife,31,M,Black,Boston,MA,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,34,M,White,Kingman,AZ,Car,FALSE,Unknown,2016
shot,gun,23,M,Hispanic,Corpus Christi,TX,Not fleeing,FALSE,Guns,2016
shot,vehicle,39,F,Black,Torrance,CA,Car,FALSE,Vehicles,2016
shot,knife,55,M,Hispanic,Chatsworth,CA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,31,F,White,Brookville,OH,Other,FALSE,Guns,2016
shot,gun,76,M,White,Carson City,NV,Not fleeing,FALSE,Guns,2016
shot,gun,59,M,White,Houma,LA,Not fleeing,TRUE,Guns,2016
shot,unknown,40,M,White,West Jordan,UT,Other,FALSE,Unknown,2016
shot,gun,23,M,Black,Salisbury,NC,Not fleeing,FALSE,Guns,2016
shot,unknown,26,M,Hispanic,Palm Springs,CA,Not fleeing,FALSE,Unknown,2016
shot,gun,35,M,Hispanic,New York,NY,Other,FALSE,Guns,2016
shot,knife,49,M,White,Lealman,FL,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,36,M,White,Okemah,OK,Car,FALSE,Unknown,2016
shot,gun,56,M,White,Clendenin,WV,Not fleeing,FALSE,Guns,2016
shot,gun,34,M,White,Gladewater,TX,Other,TRUE,Guns,2016
shot,gun,43,M,White,Aiken,SC,Not fleeing,FALSE,Guns,2016
shot,metal pipe,31,M,White,Maurice River,NJ,Foot,FALSE,Blunt instruments,2016
shot,unknown,17,M,White,Phenix City,AL,Car,FALSE,Unknown,2016
shot,hammer,32,M,White,Hensley,WV,Not fleeing,FALSE,Blunt instruments,2016
shot and Tasered,unknown,33,M,Hispanic,Santa Ana,CA,Not fleeing,FALSE,Unknown,2016
shot and Tasered,unknown,43,M,White,Bowling Green,KY,Car,FALSE,Unknown,2016
shot,gun,31,M,Black,Philadelphia,PA,Other,FALSE,Guns,2016
shot,gun,23,M,Hispanic,Denver,CO,Other,FALSE,Guns,2016
shot,unknown,26,M,White,Ashtabula,OH,Car,FALSE,Unknown,2016
shot,gun,45,M,Hispanic,Azusa,CA,Not fleeing,FALSE,Guns,2016
shot and Tasered,unarmed,19,M,White,Hays,KS,Car,FALSE,Unarmed,2016
shot,gun,36,M,White,Show Low,AZ,Not fleeing,FALSE,Guns,2016
shot,gun,41,M,Hispanic,San Angelo,TX,Other,FALSE,Guns,2016
shot,gun,53,M,White,Lakeland,FL,Not fleeing,FALSE,Guns,2016
shot,unknown,24,M,White,Grand Junction,CO,Car,FALSE,Unknown,2016
shot,gun,37.1179309,M,Hispanic,Boise,ID,Other,FALSE,Guns,2016
shot and Tasered,unarmed,37.1179309,M,Black,East Point,GA,Foot,FALSE,Unarmed,2016
shot,gun,40,M,White,Anchorage,AK,Not fleeing,FALSE,Guns,2016
shot,gun,29,M,Hispanic,Tucson,AZ,Car,FALSE,Guns,2016
shot,gun,22,M,Hispanic,San Diego,CA,Not fleeing,TRUE,Guns,2016
shot,gun,21,M,Hispanic,Oklahoma City,OK,Not fleeing,FALSE,Guns,2016
shot,unknown,25,M,Black,York County,PA,Car,FALSE,Unknown,2016
shot,gun,37,M,White,Webster,TX,Not fleeing,FALSE,Guns,2016
shot,machete,37,M,Hispanic,Whittier,CA,Not fleeing,FALSE,Sharp objects,2016
shot,gun,56,M,White,Redding,CA,Not fleeing,FALSE,Guns,2016
shot,gun,25,M,Black,Ludowici,GA,Not fleeing,FALSE,Guns,2016
shot,gun,26,M,Black,Chicago,IL,Not fleeing,FALSE,Guns,2016
shot and Tasered,gun,35,M,White,Fort Walton Beach,FL,Not fleeing,FALSE,Guns,2016
shot and Tasered,machete,25,M,Black,Port St. Lucie,FL,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,29,M,Hispanic,Anaheim,CA,Foot,TRUE,Unknown,2016
shot,baton,21,M,Black,Brooklyn,NY,Not fleeing,FALSE,Blunt instruments,2016
shot and Tasered,knife,15,M,Asian,Watsonville,CA,Foot,TRUE,Sharp objects,2016
shot,gun,24,M,Hispanic,San Antonio,TX,Not fleeing,FALSE,Guns,2016
shot,gun,18,M,White,Kansas City,MO,Foot,FALSE,Guns,2016
shot,gun,19,M,Black,St. Louis,MO,Foot,FALSE,Guns,2016
shot,knife,27,M,White,Lompoc,CA,Foot,FALSE,Sharp objects,2016
shot,gun,45,M,Hispanic,La Mirada,CA,Not fleeing,FALSE,Guns,2016
shot,gun,36,M,Black,Baytown,TX,Car,FALSE,Guns,2016
shot,unknown,34,M,Black,Durham,NC,Not fleeing,FALSE,Unknown,2016
shot,gun,23,M,Black,Newark,NJ,Not fleeing,FALSE,Guns,2016
shot,knife,43,M,White,Lealman,FL,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,19,M,Black,Chicago,IL,Foot,FALSE,Unknown,2016
shot,gun,37,M,Black,Chicago,IL,Other,FALSE,Guns,2016
shot,gun,23,M,Black,Hattiesburg,MS,Other,FALSE,Guns,2016
shot,unarmed,26,M,Hispanic,Tucson,AZ,Not fleeing,TRUE,Unarmed,2016
shot,unknown,20,M,Hispanic,Surprise,AZ,Car,TRUE,Unknown,2016
shot,gun,59,M,White,Naples,ME,Not fleeing,FALSE,Guns,2016
shot,gun,33,M,Black,Chicago,IL,Foot,FALSE,Guns,2016
shot,gun,48,M,Black,Baton Rouge,LA,Not fleeing,FALSE,Guns,2016
shot and Tasered,blunt object,50,M,White,Olathe,KS,Not fleeing,FALSE,Blunt instruments,2016
shot,knife,18,M,Other,Columbus,OH,Not fleeing,FALSE,Sharp objects,2016
shot,gun,23,M,Hispanic,Los Angeles,CA,Foot,FALSE,Guns,2016
shot,unknown,41,M,Black,Hickory,NC,Car,FALSE,Unknown,2016
shot,gun,41,M,White,Lynn,MA,Not fleeing,FALSE,Guns,2016
shot,rock,55,M,White,Friendswood,TX,Car,TRUE,Blunt instruments,2016
shot,knife,29,M,White,Avon,IN,Not fleeing,FALSE,Sharp objects,2016
shot,unknown,31,M,White,Iva,SC,Foot,FALSE,Unknown,2016
shot,gun,25,M,Black,Kansas City,MO,Not fleeing,FALSE,Guns,2016
shot,gun,38,M,Black,Tacoma,WA,Not fleeing,FALSE,Guns,2016
shot,gun,37.1179309,M,Hispanic,Tucson,AZ,Other,FALSE,Guns,2016
shot,gun,83,M,White,Dover,AR,Not fleeing,FALSE,Guns,2016
shot,crowbar,22,M,White,Simpsonsville,KY,Not fleeing,FALSE,Blunt instruments,2016
shot,gun,33,M,White,Tuscumbia,AL,Not fleeing,FALSE,Guns,2016
shot,unknown,36,M,White,Las Cruces,NM,Not fleeing,FALSE,Unknown,2016
shot,unknown,26,M,Asian,Hudson,OH,Foot,FALSE,Unknown,2016
shot,gun,29,M,Black,Elkhart,IN,Car,FALSE,Guns,2016
shot,gun,55,M,White,Hutchinson,KS,Not fleeing,FALSE,Guns,2016
shot,gun,47,M,White,Orange City,FL,Not fleeing,FALSE,Guns,2016
shot,gun,52,M,White,Portland,OR,Not fleeing,FALSE,Guns,2016
shot and Tasered,oar,49,M,White,Fruitland Park,FL,Other,FALSE,Other unusual objects,2016
shot,unknown,37,M,White,Dallas,TX,Other,FALSE,Unknown,2016
shot,gun,37,M,Black,Houston,TX,Not fleeing,FALSE,Guns,2016
shot,unknown,36,M,White,Sioux City,IA,Not fleeing,FALSE,Unknown,2016
shot and Tasered,knife,31,M,Black,Fayetteville,NC,Not fleeing,TRUE,Sharp objects,2016
shot,unknown,30,M,Other,Keaau,HI,Not fleeing,FALSE,Unknown,2016
shot,gun,37.1179309,M,White,Leland,NC,Not fleeing,FALSE,Guns,2016
shot,machete and gun,35,M,White,Forks Township,PA,Not fleeing,FALSE,Multiple,2016
shot,gun,35,M,Black,Sumter,SC,Foot,TRUE,Guns,2016
shot,knife,36,M,White,Greenwood,IN,Not fleeing,TRUE,Sharp objects,2016
shot,unknown,39,M,White,Fairmont,WV,Not fleeing,FALSE,Unknown,2016
shot,knife,30,M,Hispanic,Laredo,TX,Not fleeing,FALSE,Sharp objects,2016
shot,toy weapon,44,F,White,Bullhead City,AZ,Not fleeing,FALSE,Other unusual objects,2016
shot,gun,24,M,White,Medicine Lodge,KS,Not fleeing,FALSE,Guns,2016
shot and Tasered,knife,53,M,White,York,NE,Not fleeing,FALSE,Sharp objects,2016
shot,unarmed,73,M,Hispanic,Bakersfield,CA,Not fleeing,FALSE,Unarmed,2016
shot,gun,31,M,White,Fort Valley,GA,Not fleeing,FALSE,Guns,2016
shot,gun,28,M,Black,Philadelphia,PA,Not fleeing,FALSE,Guns,2016
shot,gun,18,M,Black,Baltimore,MD,Not fleeing,FALSE,Guns,2016
shot and Tasered,gun,32,M,Black,Hampton,GA,Not fleeing,FALSE,Guns,2016
shot and Tasered,gun,60,M,White,Hacienda Heights,CA,Not fleeing,FALSE,Guns,2016
shot,knife,48,M,White,Arlington,TN,Not fleeing,FALSE,Sharp objects,2016
shot,gun,33,M,Hispanic,Los Angeles,CA,Not fleeing,FALSE,Guns,2016
shot,gun,44,M,Native,Everett,WA,Not fleeing,FALSE,Guns,2016
shot,unknown,20,M,Black,Los Angeles,CA,Foot,FALSE,Unknown,2016
shot,gun,37,M,White,Ridgefield,WA,Not fleeing,FALSE,Guns,2016
shot,gun,72,M,White,Tulsa,OK,Not fleeing,FALSE,Guns,2016
shot,unknown,52,M,White,Granite Falls,NC,Not fleeing,FALSE,Unknown,2016
shot,knife,46,M,Hispanic,Pharr,TX,Not fleeing,FALSE,Sharp objects,2016
shot,gun,25,M,White,Burns Flat,OK,Other,FALSE,Guns,2016
shot,unknown,38,M,Hispanic,Reno,NV,Car,FALSE,Unknown,2016
shot,gun,27,M,White,Saraland,AL,Not fleeing,FALSE,Guns,2016
shot,gun,24,M,Black,Coalinga,CA,Not fleeing,FALSE,Guns,2016
shot,gun,19,M,Black,Capitol Heights,MD,Not fleeing,FALSE,Guns,2016
shot and Tasered,unknown,31,M,White,Bend,OR,Not fleeing,FALSE,Unknown,2016
shot,gun,18,M,Black,Charlotte,NC,Not fleeing,FALSE,Guns,2016
shot,knife,53,F,White,Lake Wales,FL,Not fleeing,FALSE,Sharp objects,2016
shot,scissors,48,M,Asian,Pico Rivera,CA,Not fleeing,FALSE,Sharp objects,2016
shot,knife,29,M,Black,Washington,DC,Not fleeing,TRUE,Sharp objects,2016
shot,gun,30,M,White,King City,OR,Car,FALSE,Guns,2016
shot,gun,61,M,White,Middleburg,FL,Not fleeing,FALSE,Guns,2016
shot,gun,71,F,White,Pearland,TX,Not fleeing,FALSE,Guns,2016
shot,knife,41,M,Hispanic,North Riverside,IL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,36,M,White,Campbellton,TX,Other,FALSE,Guns,2016
shot,unknown,28,M,White,Spring Hill,TN,Not fleeing,FALSE,Unknown,2016
shot,gun,21,M,Black,Miami,FL,Car,FALSE,Guns,2016
shot,knife,46,M,White,Loxahatchee,FL,Not fleeing,FALSE,Sharp objects,2016
shot,gun,32,M,White,Huntingdon County,PA,Other,FALSE,Guns,2016
shot and Tasered,unarmed,33,M,White,Mankato,MN,Not fleeing,FALSE,Unarmed,2016
shot,gun,42,M,White,Springfield,OH,Not fleeing,FALSE,Guns,2017
shot,knife,17,M,Black,Villa Park,IL,Not fleeing,FALSE,Sharp objects,2017
shot,gun,35,M,White,Woodstock,GA,Car,FALSE,Guns,2017
shot,gun,23,M,Hispanic,Houston,TX,Foot,FALSE,Guns,2017
shot,unknown,21,M,Black,Allen,TX,Car,FALSE,Unknown,2017
shot and Tasered,gun,44,M,Black,Springfield,MO,Foot,FALSE,Guns,2017
shot,gun,53,M,White,Gilmer,TX,Not fleeing,TRUE,Guns,2017
shot and Tasered,knife,63,M,Black,Brooklyn,NY,Not fleeing,FALSE,Sharp objects,2017
shot,gun,18,M,White,Brooklyn,NY,Foot,FALSE,Guns,2017
shot,gun,51,M,Black,Pomona,CA,Foot,FALSE,Guns,2017
shot,gun,64,M,White,Lancaster,KY,Not fleeing,FALSE,Guns,2017
shot,unknown,45,M,White,English,IN,Car,FALSE,Unknown,2017
shot,gun,20,M,Hispanic,Dinuba,CA,Not fleeing,FALSE,Guns,2017
shot,gun,41,M,White,Monteagle,TN,Not fleeing,FALSE,Guns,2017
shot,knife,23,M,White,Sharon,PA,Not fleeing,FALSE,Sharp objects,2017
shot,gun,32,M,Black,Deerfield,IL,Other,FALSE,Guns,2017
shot,knife,25,M,White,Princeton,WV,Car,FALSE,Sharp objects,2017
shot,gun,42,M,White,Fairland,OK,Other,FALSE,Guns,2017
shot,unarmed,41,M,White,Elkridge,MD,Not fleeing,FALSE,Unarmed,2017
shot,unknown,31,M,Hispanic,Northglenn,CO,Not fleeing,FALSE,Unknown,2017
shot,gun,50,M,Hispanic,Independence,MO,Not fleeing,FALSE,Guns,2017
shot,toy weapon,38,M,Hispanic,Albuquerque,NM,Not fleeing,FALSE,Other unusual objects,2017
shot,knife,44,M,White,Cumming,GA,Not fleeing,FALSE,Sharp objects,2017
shot,unarmed,38,M,Black,Phoenix,AZ,Foot,TRUE,Unarmed,2017
shot,gun,21,M,Black,St. Louis,MO,Car,FALSE,Guns,2017
shot,knife,32,M,White,Los Angeles,CA,Not fleeing,FALSE,Sharp objects,2017
shot and Tasered,unarmed,23,M,Black,Reagan,TN,Not fleeing,FALSE,Unarmed,2017
shot,air conditioner,41,M,White,Austin,MN,Not fleeing,FALSE,Other unusual objects,2017
shot,gun,41,M,Other,Lake Elsinore,CA,Other,FALSE,Guns,2017
shot,gun,38,M,Hispanic,Camden,NJ,Not fleeing,FALSE,Guns,2017
shot,gun,54,M,White,Ocala,FL,Not fleeing,FALSE,Guns,2017
shot,gun,20,M,Native,Vineland,MN,Not fleeing,FALSE,Guns,2017
shot,knife,26,M,White,Pearisburg,VA,Not fleeing,FALSE,Sharp objects,2017
shot,unknown,29,M,Other,Kahuku,HI,Car,FALSE,Unknown,2017
shot,gun,47,M,White,Austin,TX,Foot,FALSE,Guns,2017
shot and Tasered,screwdriver,28,M,Black,New York,NY,Not fleeing,FALSE,Piercing objects,2017
shot,gun,48,M,White,Azusa,CA,Not fleeing,FALSE,Guns,2017
shot,gun,34,M,Black,Chicago,IL,Foot,FALSE,Guns,2017
shot and Tasered,knife,37,F,Asian,Long Beach,CA,Not fleeing,FALSE,Sharp objects,2017
shot and Tasered,knife,33,M,White,Spokane,WA,Foot,TRUE,Sharp objects,2017
shot,gun,36,M,White,Tyrone,GA,Other,FALSE,Guns,2017
shot,pole and knife,43,M,White,Fulton,KY,Not fleeing,FALSE,Multiple,2017
shot and Tasered,gun and knife,32,M,Asian,Herndon,VA,Not fleeing,FALSE,Multiple,2017
shot,gun,29,M,White,Soddy-Daisy,TN,Car,FALSE,Guns,2017
shot,gun,39,M,Hispanic,Twentynine Palms,CA,Not fleeing,FALSE,Guns,2017
shot,metal pipe,40,M,White,Watts,OK,Not fleeing,FALSE,Blunt instruments,2017
shot,unarmed,21,F,White,Dallas,TX,Car,TRUE,Unarmed,2017
shot,hatchet,50,M,White,Los Angeles,CA,Car,FALSE,Blunt instruments,2017
shot,gun,19,M,Black,Gary,IN,Car,FALSE,Guns,2017
shot,gun,28,M,Native,Grand Forks,ND,Not fleeing,FALSE,Guns,2017
shot and Tasered,knife,16,M,Hispanic,Salinas,CA,Not fleeing,TRUE,Sharp objects,2017
shot,gun,49,M,White,Woodford,VA,Not fleeing,FALSE,Guns,2017
shot,gun,44,M,Hispanic,Fritch,TX,Foot,FALSE,Guns,2017
shot and Tasered,knife,25,M,White,Florissant,MO,Not fleeing,FALSE,Sharp objects,2017
shot,gun,39,M,White,Gainesville,FL,Not fleeing,FALSE,Guns,2017
shot,gun,44,M,Black,Greenville,MS,Not fleeing,FALSE,Guns,2017
shot and Tasered,knife,50,M,White,Jean,NV,Not fleeing,FALSE,Sharp objects,2017
shot,gun,57,M,White,Waldoboro,ME,Not fleeing,FALSE,Guns,2017
shot,gun,57,M,Black,Pittsburgh,PA,Not fleeing,FALSE,Guns,2017
shot,gun,33,M,Hispanic,Carson,CA,Not fleeing,FALSE,Guns,2017
shot,knife,21,M,Hispanic,Vallejo,CA,Not fleeing,TRUE,Sharp objects,2017
shot,gun,52,M,White,Brooklet,GA,Foot,FALSE,Guns,2017
shot,unarmed,27,M,White,Springfield,IL,Not fleeing,TRUE,Unarmed,2017
shot,gun,60,M,White,Wilmington,DE,Not fleeing,FALSE,Guns,2017
shot and Tasered,knife,25,M,Black,Kenner,LA,Not fleeing,FALSE,Sharp objects,2017
shot,gun,34,M,Hispanic,Atascadero,CA,Not fleeing,FALSE,Guns,2017
shot,unarmed,22,M,White,Sugar Creek,MO,Car,FALSE,Unarmed,2017
shot,gun,26,M,Black,New Orleans,LA,Car,TRUE,Guns,2017
shot,gun,27,M,Hispanic,Bakersfield,CA,Other,FALSE,Guns,2017
shot,knife,29,M,Hispanic,Las Cruces,NM,Foot,TRUE,Sharp objects,2017
shot,unarmed,30,M,White,Algoma Township,MI,Not fleeing,FALSE,Unarmed,2017
shot,gun,32,M,Hispanic,Kuna,ID,Car,FALSE,Guns,2017
shot and Tasered,gun,18,M,Hispanic,Lancaster City,PA,Not fleeing,FALSE,Guns,2017
shot,unknown,37,M,White,Oxford,AL,Car,FALSE,Unknown,2017
shot,gun,54,M,Black,Southaven,MS,Not fleeing,FALSE,Guns,2017
shot,gun,50,M,White,Millston,WI,Not fleeing,TRUE,Guns,2017
shot,gun,28,M,Hispanic,Charlotte,NC,Car,FALSE,Guns,2017
shot,gun,59,M,White,Overlea,MD,Not fleeing,TRUE,Guns,2017
shot,gun,24,M,Black,Atlanta,GA,Car,TRUE,Guns,2017
shot,metal pipe,34,M,White,Madison Township,OH,Not fleeing,FALSE,Blunt instruments,2017
shot,gun,25,M,Hispanic,Alhambra,CA,Not fleeing,TRUE,Guns,2017
shot,gun,25,M,Hispanic,Fort Stockton,TX,Car,FALSE,Guns,2017
shot,gun,17,M,Black,Des Moines,WA,Not fleeing,FALSE,Guns,2017
shot,toy weapon,48,M,White,Eau Claire,WI,Not fleeing,FALSE,Other unusual objects,2017
shot,gun,45,M,White,Apache Junction,AZ,Not fleeing,FALSE,Guns,2017
shot,unarmed,18,M,Hispanic,Santa Ana,CA,Foot,FALSE,Unarmed,2017
shot,gun,50,M,Black,Kiowa,OK,Not fleeing,FALSE,Guns,2017
shot,knife,36,M,White,Lynnwood,WA,Not fleeing,FALSE,Sharp objects,2017
shot and Tasered,gun and knife,45,M,Hispanic,Fresno,CA,Not fleeing,FALSE,Multiple,2017
shot and Tasered,beer bottle,42,M,White,Modesto,CA,Not fleeing,FALSE,Sharp objects,2017
shot and Tasered,knife,37.1179309,M,Black,Hollywood,CA,Not fleeing,FALSE,Sharp objects,2017
shot,unknown,23,M,Black,Arlington,TX,Car,FALSE,Unknown,2017
shot,unknown,31,M,Black,Highland,CA,Car,FALSE,Unknown,2017
shot,toy weapon,26,M,White,Geneva,WI,Not fleeing,FALSE,Other unusual objects,2017
shot,gun,57,M,White,Orange Park,FL,Not fleeing,FALSE,Guns,2017
shot,gun,18,M,Hispanic,Wichita Falls,TX,Not fleeing,FALSE,Guns,2017
shot,gun,27,M,Hispanic,Olympic Valley,CA,Car,FALSE,Guns,2017
shot,gun,41,M,Asian,Panhandle,TX,Not fleeing,FALSE,Guns,2017
shot,gun,33,M,White,Hickory,NC,Not fleeing,TRUE,Guns,2017
shot,gun,22,M,Black,Rowland,NC,Car,FALSE,Guns,2017
shot,gun,38,M,White,Grafton,WV,Not fleeing,FALSE,Guns,2017
shot,unknown,26,M,Hispanic,Forest Park,IL,Car,FALSE,Unknown,2017
shot,gun,45,M,White,Irving,TX,Not fleeing,FALSE,Guns,2017
shot,gun,68,M,Black,Kansas City,MO,Not fleeing,FALSE,Guns,2017
shot,gun,56,M,White,DeLand,FL,Not fleeing,FALSE,Guns,2017
shot,unarmed,23,M,Hispanic,Moultrie,GA,Not fleeing,FALSE,Unarmed,2017
shot,unarmed,45,M,Black,Fremont,CA,Not fleeing,FALSE,Unarmed,2017
shot,gun,41,M,Black,Englewood,OH,Not fleeing,TRUE,Guns,2017
shot,unknown,33,M,Hispanic,Pueblo,CO,Not fleeing,TRUE,Unknown,2017
shot,toy weapon,22,M,Black,Jacksonville,FL,Not fleeing,FALSE,Other unusual objects,2017
shot,gun,50,M,Black,Commerce City,CO,Not fleeing,FALSE,Guns,2017
shot and Tasered,knife,52,M,Hispanic,Santa Monica,CA,Foot,FALSE,Sharp objects,2017
shot,gun,35,M,White,Mt. Pleasant,TN,Car,FALSE,Guns,2017
shot,gun,18,M,Black,Baltimore,MD,Other,TRUE,Guns,2017
shot,gun,34,M,White,Howland Township,OH,Not fleeing,FALSE,Guns,2017
shot,unknown,51,M,White,Richmond,KY,Other,FALSE,Unknown,2017
shot and Tasered,piece of wood,18,M,White,Jackson County,AL,Not fleeing,FALSE,Other unusual objects,2017
shot,gun,29,M,White,Brookville,IN,Not fleeing,FALSE,Guns,2017
shot,knife,34,M,Native,Anadarko,OK,Other,FALSE,Sharp objects,2017
shot,unarmed,25,M,Black,Chicago,IL,Foot,FALSE,Unarmed,2017
shot,toy weapon,17,M,Black,Portland,OR,Foot,FALSE,Other unusual objects,2017
shot and Tasered,unarmed,26,M,White,Geneva Township,OH,Not fleeing,FALSE,Unarmed,2017
